,id,title,popularity,release_date
10359,559907,The Green Knight,22.32,2021-07-29
10360,559907,The Green Knight,22.32,2021-07-29
10361,311291,45 Years,11.311,2015-08-04
10362,15613,Fire in the Sky,21.313,1993-03-12
10363,575776,Saint Maud,16.754,2020-10-09
10364,423204,Angel Has Fallen,61.249,2019-08-21
10365,12165,The Burning Plain,17.792,2008-11-07
10366,10660,It Could Happen to You,57.396,1994-07-29
10367,123,The Lord of the Rings,36.581,1978-11-15
10368,68817,Footloose,16.737,2011-10-06
10369,50456,Hanna,24.212,2011-04-07
10370,11372,The Eagle Has Landed,22.699,1976-12-24
10371,1139829,Orion and the Dark,75.811,2024-02-01
10372,462883,Woody Woodpecker,25.518,2017-10-05
10373,332340,Man Up,13.757,2015-05-29
10374,27958,Cruising,16.226,1980-02-15
10375,25319,The Masque of the Red Death,11.515,1964-06-24
10376,18126,Hannah Montana: The Movie,21.896,2009-04-10
10377,458576,Monster Hunter,34.629,2020-12-03
10378,335977,Indiana Jones and the Dial of Destiny,98.468,2023-06-25
10379,92591,Bernie,9.838,2012-04-27
10380,8643,The Exorcism of Emily Rose,35.017,2005-09-09
10381,8066,Stay,14.526,2005-09-24
10382,5680,Elvira: Mistress of the Dark,29.521,1988-09-30
10383,944,Lethal Weapon 4,25.108,1998-07-10
10384,12637,"New York, New York",18.005,1977-06-21
10385,4105,Black Rain,21.854,1989-09-22
10386,834,Underworld: Evolution,42.352,2006-01-12
10387,622855,Jingle Jangle: A Christmas Journey,10.684,2020-11-06
10388,467936,The Children Act,13.075,2018-08-01
10389,382322,Batman: The Killing Joke,25.421,2016-07-24
10390,250124,The Diary of a Teenage Girl,19.1,2015-08-07
10391,11430,The Lion King 1½,52.559,2004-02-06
10392,2105,American Pie,56.758,1999-07-09
10393,736769,They Cloned Tyrone,15.025,2023-06-14
10394,489927,The Kindergarten Teacher,10.237,2018-09-23
10395,487476,Nothing to Hide,13.159,2018-10-17
10396,113160,My First Time,9.439,2012-01-18
10397,1027073,In the Land of Saints and Sinners,50.98,2023-10-06
10398,38410,The Poughkeepsie Tapes,26.131,2007-04-27
10399,13704,License to Drive,19.946,1988-07-06
10400,487476,Nothing to Hide,13.159,2018-10-17
10401,113160,My First Time,9.439,2012-01-18
10402,38410,The Poughkeepsie Tapes,26.131,2007-04-27
10403,13704,License to Drive,19.946,1988-07-06
10404,242042,Barefoot,13.199,2014-02-02
10405,1593,Night at the Museum,37.618,2006-12-20
10406,511785,Alex Strangelove,13.37,2018-04-16
10407,239678,This Is Where I Leave You,20.748,2014-09-10
10408,577,To Die For,14.484,1995-09-22
10409,471506,Greta,19.557,2019-02-28
10410,27324,Pulse,18.881,2001-02-03
10411,10503,Happy-Go-Lucky,12.585,2008-04-18
10412,9463,Vampire Hunter D,21.792,1985-12-21
10413,4564,Sex and the City,40.597,2008-05-12
10414,157,Star Trek III: The Search for Spock,21.39,1984-06-01
10415,441282,Night Hunter,48.976,2019-08-29
10416,11064,Brewster's Millions,15.843,1985-05-22
10417,1586,Secret Window,20.673,2004-03-12
10418,410117,Lady Macbeth,19.343,2016-12-12
10419,329712,The Measure of a Man,8.115,2015-03-16
10420,11183,French Fried Vacation,9.315,1978-11-11
10421,9950,Find Me Guilty,13.969,2006-03-16
10422,413658,The Warriors Gate,16.74,2016-11-18
10423,411638,The Fury of a Patient Man,10.082,2016-09-09
10424,44945,Trust,14.983,2010-09-10
10425,44048,Unstoppable,39.995,2010-11-04
10426,166076,Superman: Unbound,19.302,2013-04-23
10427,413518,Pinocchio,20.489,2019-12-19
10428,270303,It Follows,49.339,2015-02-04
10429,51540,Horrible Bosses,24.134,2011-07-08
10430,20539,The Crucible,19.116,1996-11-27
10431,9595,Hot Shots!,26.993,1991-07-31
10432,4413,The Brave One,17.52,2007-09-12
10433,2779,The Curse of the Jade Scorpion,20.01,2001-08-05
10434,164457,Out of the Furnace,16.664,2013-11-09
10435,64678,The Art of Getting By,9.926,2011-06-17
10436,5121,The Sugarland Express,11.669,1974-03-31
10437,19405,Recess: School's Out,19.265,2001-02-16
10438,11468,The Salton Sea,13.082,2002-02-02
10439,9342,The Mask of Zorro,41.373,1998-07-16
10440,396810,The Last Word,14.761,2017-03-03
10441,25059,Homeward Bound II: Lost in San Francisco,16.992,1996-03-08
10442,13667,Better Off Dead...,13.832,1985-08-23
10443,645788,The Protégé,23.122,2021-08-19
10444,10409,Strictly Ballroom,16.064,1992-08-20
10445,10389,The Eye,10.36,2002-05-09
10446,500840,I'm Thinking of Ending Things,22.497,2020-08-28
10447,17689,The Gauntlet,13.473,1977-12-17
10448,15393,Play Misty for Me,16.268,1971-10-01
10449,12775,Flesh + Blood,21.834,1985-08-30
10450,2978,Ghostbusters II,52.921,1989-06-16
10451,433310,When We First Met,24.529,2018-02-09
10452,22586,The Swan Princess,27.046,1994-11-18
10453,19898,Pandorum,16.801,2009-09-08
10454,13922,The Great Raid,20.249,2005-08-12
10455,2882,Hunting & Gathering,14.253,2007-03-21
10456,10803,Logan's Run,16.946,1976-06-23
10457,163,Ocean's Twelve,32.597,2004-12-09
10458,457136,Mary Queen of Scots,32.095,2018-12-07
10459,417859,Puss in Boots,54.511,2011-10-27
10460,457136,Mary Queen of Scots,32.095,2018-12-07
10461,417859,Puss in Boots,54.511,2011-10-27
10462,48289,The Debt,10.997,2010-09-30
10463,1894,Star Wars: Episode II - Attack of the Clones,30.503,2002-05-15
10464,588,Silent Hill,31.853,2006-04-21
10465,163,Ocean's Twelve,32.597,2004-12-09
10466,75174,The Grey,21.881,2012-01-26
10467,59860,Monte Carlo,15.445,2011-07-01
10468,10872,The Ref,9.567,1994-03-09
10469,585216,Escape Room: Tournament of Champions,33.609,2021-07-01
10470,171274,Inherent Vice,20.811,2014-12-12
10471,39939,Super Troopers,15.772,2001-02-15
10472,667,You Only Live Twice,32.246,1967-06-13
10473,1140066,Paradise,15.128,2023-06-24
10474,551804,Freaky,17.611,2020-11-12
10475,7450,Titan A.E.,18.97,2000-06-16
10476,6575,Walk Hard: The Dewey Cox Story,11.842,2007-12-21
10477,3049,Ace Ventura: Pet Detective,40.54,1994-02-04
10478,816,Austin Powers: International Man of Mystery,26.689,1997-05-02
10479,988078,Through My Window: Across the Sea,53.692,2023-06-23
10480,80389,Get the Gringo,19.157,2012-03-15
10481,70981,Prometheus,97.127,2012-05-30
10482,13161,Big Stan,38.939,2007-11-03
10483,11887,High School Musical 3: Senior Year,19.511,2008-10-11
10484,10652,Hamburger Hill,17.315,1987-08-07
10485,10215,Sliding Doors,12.849,1998-04-23
10486,241259,Alice Through the Looking Glass,48.611,2016-05-25
10487,12924,The Place Promised in Our Early Days,28.673,2004-11-20
10488,348350,Solo: A Star Wars Story,54.677,2018-05-15
10489,287590,Saint Seiya: Legend of Sanctuary,36.844,2014-06-21
10490,10412,Romper Stomper,13.52,1992-03-05
10491,7518,Over the Hedge,31.848,2006-05-17
10492,16538,"I Love You, Man",18.262,2009-03-20
10493,11281,Halloween II,25.728,1981-10-30
10494,10947,High School Musical,20.994,2006-01-20
10495,10539,James and the Giant Peach,17.141,1996-04-12
10496,8488,Hitch,31.798,2005-02-11
10497,1945,Nell,17.081,1994-12-23
10498,398181,You Were Never Really Here,19.031,2017-11-08
10499,300693,Truth,16.894,2015-10-16
10500,112336,Hitchcock,15.41,2012-11-22
10501,88005,Seeking a Friend for the End of the World,13.962,2012-06-22
10502,12133,Step Brothers,24.277,2008-07-25
10503,11298,The Howling,20.313,1981-01-21
10504,948549,Love Lies Bleeding,82.514,2024-03-08
10505,613099,The Legacy of the Bones,11.278,2019-12-05
10506,425591,I Don't Feel at Home in This World Anymore,11.363,2017-01-19
10507,12720,Suicide Club,20.687,2001-10-29
10508,10388,The Limey,12.848,1999-10-08
10509,9429,A Night at the Roxbury,24.149,1998-10-01
10510,758724,The Cellar,17.723,2022-03-25
10511,11247,A Cinderella Story,44.383,2004-07-16
10512,438674,Dragged Across Concrete,30.016,2018-09-03
10513,424139,Halloween,45.135,2018-10-18
10514,10414,The Mighty Ducks,11.256,1992-10-02
10515,2788,Reality Bites,15.837,1994-02-18
10516,339408,The Birth of a Nation,9.436,2016-09-09
10517,244509,Cold in July,12.466,2014-05-23
10518,72431,Red Tails,24.335,2012-01-19
10519,435921,It’s the Law,7.047,2017-01-19
10520,10493,Dead Calm,18.614,1989-04-07
10521,1893,Star Wars: Episode I - The Phantom Menace,37.32,1999-05-19
10522,1865,Pirates of the Caribbean: On Stranger Tides,121.322,2011-05-15
10523,351044,Welcome to Marwen,18.914,2018-12-21
10524,8461,Funny Games,19.408,2008-03-14
10525,46528,The Warrior's Way,19.514,2010-12-01
10526,19124,Blind Fury,20.308,1989-08-17
10527,10909,Kalifornia,17.487,1993-06-24
10528,10184,He's Just Not That Into You,48.927,2009-02-06
10529,6950,Outbreak,18.534,1995-03-10
10530,10800,Dragon Hunters,14.657,2008-03-19
10531,9664,Flyboys,11.137,2006-09-22
10532,5139,The Fox and the Child,7.092,2007-12-27
10533,544404,Who You Think I Am,11.659,2019-02-27
10534,486131,Shaft,22.307,2019-06-14
10535,274857,King Arthur: Legend of the Sword,32.745,2017-05-10
10536,231576,Wish I Was Here,18.893,2014-07-18
10537,109428,Evil Dead,41.079,2013-04-05
10538,18331,The Nutty Professor,13.509,1963-06-04
10539,9873,F/X,14.473,1986-02-07
10540,9087,The American President,17.123,1995-11-17
10541,7211,Dan in Real Life,16.41,2007-10-26
10542,1127166,The Tearsmith,85.173,2024-04-03
10543,565743,The Vast of Night,11.954,2019-06-01
10544,206647,Spectre,45.443,2015-10-26
10545,184341,Hands of Stone,21.913,2016-08-26
10546,14429,Drive Me Crazy,14.979,1999-10-01
10547,11300,Something Wild,15.268,1986-11-07
10548,10650,Sudden Impact,20.623,1983-12-08
10549,9035,Slither,18.496,2006-03-31
10550,517088,Being the Ricardos,10.977,2021-12-10
10551,87499,The East,10.997,2013-05-31
10552,36586,Blade II,44.739,2002-03-22
10553,16296,Killer Klowns from Outer Space,28.394,1988-05-27
10554,613349,A Good Doctor,7.95,2019-12-11
10555,351286,Jurassic World: Fallen Kingdom,74.599,2018-06-06
10556,339259,The Man with the Iron Heart,24.046,2017-05-25
10557,293167,Kong: Skull Island,67.678,2017-03-08
10558,264656,The Homesman,20.803,2014-05-18
10559,21316,Leroy & Stitch,15.885,2006-06-23
10560,17898,Silver Bullet,20.998,1985-10-10
10561,10890,Stripes,18.638,1981-06-26
10562,9638,Phantasm,14.572,1979-03-28
10563,4958,The Legend of Bagger Vance,16.067,2000-11-02
10564,12690,Appaloosa,20.27,2008-09-19
10565,1990,Paranoid Park,13.315,2007-07-12
10566,1362,The Hobbit,23.121,1977-11-27
10567,730769,Some Like It Rare,10.619,2021-09-10
10568,241842,Dead Snow 2: Red vs. Dead,15.996,2014-02-12
10569,6283,MouseHunt,21.534,1997-12-19
10570,5955,The Pledge,18.269,2001-01-19
10571,522681,Escape Room,30.093,2019-01-03
10572,503125,Little Monsters,15.98,2019-08-29
10573,375366,The Girl with All the Gifts,23.052,2016-09-23
10574,136400,2 Guns,30.157,2013-08-02
10575,10052,Dragonfly,22.397,2002-02-22
10576,347629,Thank You for Your Service,17.797,2017-10-26
10577,245700,Mr. Turner,12.891,2014-10-31
10578,21159,The Last Man on Earth,14.556,1964-05-06
10579,15655,The Tigger Movie,17.442,2000-02-11
10580,15655,The Tigger Movie,17.442,2000-02-11
10581,536176,Brexit: The Uncivil War,8.35,2019-01-19
10582,309245,Mistress America,11.322,2015-08-14
10583,12106,The Quick and the Dead,22.864,1995-02-09
10584,11027,The Postman Always Rings Twice,14.31,1981-03-20
10585,9707,Bubba Ho-tep,10.352,2002-06-09
10586,9255,Hot Shots! Part Deux,25.187,1993-05-21
10587,3902,I'm Not There,12.12,2007-10-01
10588,13062,Boundin',19.048,2003-11-04
10589,9276,The Faculty,25.482,1998-12-25
10590,522938,Rambo: Last Blood,68.395,2019-09-19
10591,12797,Ghost Town,24.12,2008-09-19
10592,48492,Detective Dee and the Mystery of the Phantom Flame,14.179,2010-09-18
10593,25155,The Stepfather,19.019,1987-01-23
10594,38575,The Karate Kid,67.14,2010-06-10
10595,16119,Cinderella III: A Twist in Time,38.88,2007-02-06
10596,14024,Raise Your Voice,18.759,2004-08-10
10597,11676,Nothing to Lose,17.238,1997-07-18
10598,9445,Apt Pupil,13.125,1998-10-23
10599,8665,K-19: The Widowmaker,14.573,2002-07-19
10600,6538,Charlie Wilson's War,15.304,2007-12-19
10601,1032823,Trap,1133.019,2024-07-31
10602,581600,Spenser Confidential,21.39,2020-03-06
10603,45132,Super,14.409,2010-11-26
10604,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,19.306,1972-08-06
10605,11364,Regarding Henry,13.107,1991-07-10
10606,9900,Grandma's Boy,10.171,2006-01-06
10607,9689,Hollywood Ending,14.345,2002-05-03
10608,330,The Lost World: Jurassic Park,1.973,1997-05-23
10609,594767,Shazam! Fury of the Gods,71.309,2023-03-15
10610,554230,The Lost Daughter,14.103,2021-12-15
10611,401981,Red Sparrow,33.614,2018-02-28
10612,172386,Return to Nim's Island,10.611,2013-03-15
10613,10818,Water Lilies,12.617,2007-05-17
10614,435,The Day After Tomorrow,47.722,2004-05-26
10615,635744,Jarhead: Law of Return,20.635,2019-10-01
10616,310135,Turbo Kid,13.779,2015-08-14
10617,274479,Joy,29.924,2015-12-24
10618,257785,Tulip Fever,16.488,2017-07-13
10619,14136,The Love Bug,18.821,1968-12-23
10620,10502,The Man Without a Face,9.886,1993-08-25
10621,8413,Event Horizon,35.171,1997-08-15
10622,466081,The Informer,22.468,2019-08-30
10623,10567,Dinosaur,34.223,2000-05-19
10624,8868,Asterix vs. Caesar,16.31,1985-03-06
10625,799546,Luckiest Girl Alive,18.431,2022-09-30
10626,649609,Renfield,33.491,2023-04-07
10627,448095,I Still See You,10.409,2018-09-27
10628,429473,Lou,20.324,2022-09-23
10629,125521,Slayers Return,10.271,1996-08-03
10630,83201,Puss in Boots: The Three Diablos,37.754,2012-02-07
10631,60309,The Conspirator,12.926,2011-04-15
10632,10147,Bad Santa,15.633,2003-11-26
10633,6069,The Witches of Eastwick,20.01,1987-06-12
10634,347626,He's All That,33.145,2021-08-27
10635,53319,What a Beautiful Day,7.267,2011-01-05
10636,38843,Ramona and Beezus,17.255,2010-07-23
10637,948276,Lost Bullet 2,19.138,2022-11-10
10638,732670,LEGO Star Wars Holiday Special,16.458,2020-11-17
10639,339095,The Last Days of American Crime,13.882,2020-06-05
10640,38843,Ramona and Beezus,17.255,2010-07-23
10641,11198,City Hunter,24.559,1993-01-01
10642,948276,Lost Bullet 2,19.138,2022-11-10
10643,732670,LEGO Star Wars Holiday Special,16.458,2020-11-17
10644,339095,The Last Days of American Crime,13.882,2020-06-05
10645,271724,Hippocrates,8.254,2014-09-03
10646,146216,RED 2,30.73,2013-07-18
10647,39371,L'allenatore nel pallone,9.122,1984-10-26
10648,8840,DragonHeart,14.822,1996-05-31
10649,595586,Causeway,14.806,2022-10-28
10650,273477,Scouts Guide to the Zombie Apocalypse,67.764,2015-10-23
10651,9768,Cry-Baby,14.518,1990-04-06
10652,1493,Miss Congeniality,32.78,2000-12-22
10653,661231,Operation Mincemeat,11.917,2022-04-01
10654,413644,The Son of Bigfoot,18.822,2017-07-26
10655,389868,Seoul Station,13.713,2016-08-17
10656,37933,Tales from Earthsea,28.045,2006-07-29
10657,12437,Underworld: Rise of the Lycans,47.469,2009-01-22
10658,12079,Spun,12.392,2003-02-07
10659,9399,Lionheart,50.801,1990-06-07
10660,865,The Running Man,39.825,1987-11-13
10661,864959,The Curse of Bridge Hollow,12.892,2022-10-14
10662,331583,The Whole Truth,17.368,2016-03-25
10663,309302,Wolf Totem,10.887,2015-02-19
10664,282984,Irrational Man,14.063,2015-07-17
10665,76338,Thor: The Dark World,85.377,2013-10-30
10666,10881,Avalon,15.0,2001-01-20
10667,353616,Pitch Perfect 3,28.556,2017-12-20
10668,68812,The Iceman,18.583,2012-09-01
10669,38093,Just Wright,17.929,2010-05-14
10670,21861,LOL (Laughing Out Loud),10.216,2009-02-04
10671,13483,Awake,9.867,2007-11-28
10672,12079,Spun,12.392,2003-02-07
10673,11282,Harold & Kumar Go to White Castle,19.97,2004-07-02
10674,8909,Wanted,47.045,2008-06-19
10675,13122,The People Under the Stairs,20.546,1991-11-01
10676,10354,True Crime,19.213,1999-03-19
10677,116711,Epic,29.501,2013-05-15
10678,73567,Killer Joe,15.934,2012-06-07
10679,27582,The Mechanic,34.487,2011-01-13
10680,116711,Epic,29.501,2013-05-15
10681,73567,Killer Joe,15.934,2012-06-07
10682,41154,Men in Black 3,48.065,2012-05-23
10683,13649,High School Musical 2,21.007,2007-08-17
10684,11814,Weird Science,20.636,1985-08-01
10685,5951,The Jane Austen Book Club,11.445,2007-09-09
10686,877183,The Simpsons in Plusaversary,24.582,2021-11-12
10687,623195,Falling Inn Love,13.936,2019-08-29
10688,242224,The Babadook,29.886,2014-05-22
10689,9816,Save the Last Dance,17.023,2001-01-12
10690,2789,The Chronicles of Riddick,14.901,2004-06-11
10691,2360,Saving Grace,9.139,2000-01-24
10692,374465,Things to Come,12.946,2016-04-06
10693,37725,It's a Boy Girl Thing,26.06,2006-07-15
10694,15070,Undisputed,38.66,2002-07-17
10695,10126,Colors,14.812,1988-04-15
10696,8338,Blindness,19.557,2008-05-14
10697,699,For Your Eyes Only,22.437,1981-06-24
10698,664,Twister,64.059,1996-05-10
10699,726208,Don't Listen,33.442,2020-07-24
10700,401545,Everybody Knows,16.902,2018-05-09
10701,55721,Bridesmaids,19.829,2011-05-13
10702,19277,In Hell,18.805,2003-11-24
10703,2148,The Cotton Club,13.67,1984-12-14
10704,458534,Rolling to You,44.221,2018-03-14
10705,445040,My Friend Dahmer,15.813,2017-11-03
10706,399360,Alpha,39.371,2018-08-17
10707,218425,Frequencies,10.484,2013-07-24
10708,11551,Small Soldiers,21.924,1998-07-10
10709,9437,Kiss the Girls,51.22,1997-09-29
10710,469274,City Hunter,19.175,2019-02-06
10711,301365,The Neon Demon,19.698,2016-05-31
10712,246655,X-Men: Apocalypse,70.024,2016-05-18
10713,18111,Bride of Re-Animator,18.5,1990-09-01
10714,532620,Let's Dance,6.72,2019-03-27
10715,390054,Sand Castle,24.788,2017-04-21
10716,15739,Annie,20.071,1982-05-21
10717,13205,Bambi II,37.861,2006-01-26
10718,11348,Fragile,16.16,2005-10-14
10719,11285,Cocoon: The Return,16.189,1988-09-13
10720,4729,The Gendarme Gets Married,17.371,1968-10-30
10721,492719,Godzilla: City on the Edge of Battle,13.04,2018-05-18
10722,295964,Burnt,22.569,2015-10-02
10723,43629,Doodlebug,8.233,1997-01-01
10724,708,The Living Daylights,28.637,1987-06-29
10725,287689,7 Days in Hell,15.267,2015-07-08
10726,146015,The Double,11.61,2014-04-03
10727,400650,Mary Poppins Returns,28.231,2018-12-13
10728,18898,Looking for Eric,15.307,2009-05-27
10729,13053,Bolt,53.925,2008-11-21
10730,11899,The Muppets Take Manhattan,16.377,1984-06-27
10731,5353,The Hunting Party,10.161,2007-09-03
10732,628914,Queenpins,25.476,2021-08-26
10733,309299,Experimenter,14.663,2015-10-16
10734,186929,Borgman,10.972,2013-05-13
10735,594718,Sputnik,16.292,2020-09-08
10736,575446,New Order,18.159,2020-10-22
10737,526051,Look Away,20.501,2018-10-12
10738,18129,The Grifters,9.581,1990-08-08
10739,10527,Madagascar: Escape 2 Africa,55.389,2008-10-30
10740,10527,Madagascar: Escape 2 Africa,55.389,2008-10-30
10741,955916,Lift,77.307,2024-01-10
10742,160139,Night Train to Lisbon,13.215,2013-03-07
10743,10330,Freaky Friday,41.437,2003-08-05
10744,773655,Death to 2020,9.722,2020-12-27
10745,615952,Armageddon Time,15.04,2022-10-28
10746,340176,Tag,13.91,2015-05-11
10747,261023,Black Mass,19.053,2015-09-17
10748,172385,Rio 2,33.453,2014-03-19
10749,102382,The Amazing Spider-Man 2,75.834,2014-04-16
10750,68724,Elysium,39.209,2013-08-07
10751,14854,Lone Wolf McQuade,19.527,1983-04-15
10752,10991,Pokémon 3: The Movie,25.861,2000-07-08
10753,74,War of the Worlds,49.38,2005-06-28
10754,531438,Holiday in the Wild,12.527,2019-11-06
10755,752623,The Lost City,43.046,2022-03-24
10756,739405,Operation Fortune: Ruse de Guerre,46.516,2023-01-04
10757,248774,Obvious Child,10.416,2014-06-06
10758,43947,I Spit on Your Grave,37.767,2010-06-17
10759,22897,It's Complicated,14.068,2009-12-23
10760,20943,The Ugly Truth,24.964,2009-07-24
10761,584,2 Fast 2 Furious,10.099,2003-06-05
10762,615656,Meg 2: The Trench,114.058,2023-08-02
10763,581859,Da 5 Bloods,14.86,2020-06-12
10764,475303,A Rainy Day in New York,1.375,2019-07-26
10765,444539,The Bookshop,13.604,2017-11-10
10766,51991,Romantics Anonymous,9.187,2010-12-22
10767,11400,The New World,15.772,2005-12-25
10768,785398,EO,12.009,2022-09-30
10769,273271,Time Lapse,21.751,2014-05-24
10770,24122,The Rebound,20.156,2009-09-16
10771,193,Star Trek: Generations,16.241,1994-11-18
10772,667739,The Man from Toronto,22.478,2022-12-23
10773,10894,May,12.97,2003-04-11
10774,10782,Basic,15.817,2003-04-18
10775,96,Beverly Hills Cop II,46.823,1987-05-18
10776,381890,The Mermaid,28.172,2016-02-08
10777,296271,The Devil Conspiracy,26.322,2023-01-13
10778,205022,Chennai Express,24.624,2013-08-08
10779,157847,Joe,20.698,2014-04-11
10780,157847,Joe,20.698,2014-04-11
10781,18032,The Secret of Moonacre,19.85,2009-02-06
10782,1022690,Ricky Stanicky,43.917,2024-02-21
10783,800939,Ticket to Paradise,33.012,2022-09-08
10784,489326,Mortal,13.863,2020-02-28
10785,453755,Arctic,17.946,2018-11-21
10786,400157,Wonder Park,34.533,2019-03-13
10787,376659,Bad Moms,25.598,2016-07-28
10788,10656,Subway,21.448,1985-04-10
10789,10622,Mr. Nice Guy,17.734,1997-01-31
10790,10347,Dobermann,13.081,1997-06-18
10791,8346,My Big Fat Greek Wedding,15.19,2002-04-19
10792,270343,Love at First Fight,7.357,2014-08-20
10793,9870,Forgetting Sarah Marshall,16.546,2008-04-17
10794,101669,Mother's Day,12.682,2010-09-23
10795,553604,Honest Thief,22.147,2020-09-03
10796,477018,The Translators,12.316,2019-12-20
10797,11001,Blue Streak,27.853,1999-09-17
10798,10866,Joy Ride,21.873,2001-10-05
10799,302,Swimming Pool,18.414,2003-05-21
10800,553604,Honest Thief,22.147,2020-09-03
10801,274862,The Lego Ninjago Movie,22.643,2017-09-21
10802,227700,Anna,18.379,2013-10-13
10803,39100,Dragon Ball Z: The World's Strongest,28.476,1990-03-10
10804,10631,All of Me,15.057,1984-09-21
10805,9779,The Sisterhood of the Traveling Pants,18.007,2005-06-01
10806,9615,The Fast and the Furious: Tokyo Drift,15.534,2006-06-03
10807,897087,Freelance,69.306,2023-10-05
10808,229297,Magic in the Moonlight,11.387,2014-07-25
10809,30943,The Deep End of the Ocean,23.941,1999-03-12
10810,12610,Osmosis Jones,22.206,2001-08-10
10811,9350,Cliffhanger,26.972,1993-05-28
10812,417384,Scary Stories to Tell in the Dark,37.957,2019-08-08
10813,30689,Four Flies on Grey Velvet,10.818,1971-12-17
10814,14510,From Beyond,13.981,1986-10-24
10815,401469,Widows,31.763,2018-11-06
10816,392207,The Invisible Guardian,12.866,2017-03-03
10817,14684,School Ties,15.796,1992-09-18
10818,9086,Young Guns II,23.527,1990-08-01
10819,791155,Secret Headquarters,28.109,2022-08-12
10820,791155,Secret Headquarters,28.109,2022-08-12
10821,575100,When Mom Is Away,6.429,2019-02-07
10822,121826,Quartet,12.895,2012-12-26
10823,47760,Restless,16.789,2011-09-16
10824,10466,The Money Pit,19.68,1986-03-26
10825,7442,Sleeping with the Enemy,26.102,1991-01-13
10826,467482,A Man in a Hurry,5.76,2018-11-07
10827,33689,It Takes Two,22.994,1995-11-17
10828,72197,The Pirates! In an Adventure with Scientists!,18.003,2012-03-12
10829,16523,Where the Wild Things Are,23.647,2009-10-16
10830,1710,Copycat,15.118,1995-10-27
10831,807356,Watcher,41.874,2022-06-03
10832,301804,Before I Wake,20.265,2016-04-07
10833,16690,Return to Never Land,20.883,2002-02-14
10834,4233,Scream 2,37.477,1997-12-12
10835,747188,Asteroid City,32.155,2023-06-08
10836,574982,The Blackout,11.548,2019-11-21
10837,341174,Fifty Shades Darker,65.643,2017-02-08
10838,73723,The Lorax,62.198,2012-03-01
10839,63492,What's Your Number?,18.53,2011-09-30
10840,11559,Tideland,10.527,2005-09-09
10841,3536,U-571,22.865,2000-04-20
10842,1551,Flatliners,30.123,1990-08-10
10843,535,Flashdance,28.091,1983-04-14
10844,204922,Before I Go to Sleep,22.049,2014-09-03
10845,11543,Kingpin,16.758,1996-07-04
10846,10449,When a Man Loves a Woman,14.974,1994-04-29
10847,9535,Analyze This,18.436,1999-03-05
10848,407436,Mowgli: Legend of the Jungle,28.449,2018-11-25
10849,375012,Under the Shadow,14.985,2016-09-30
10850,335051,God Willing,9.437,2015-04-09
10851,60175,The Under-Gifted,11.052,1980-04-30
10852,11827,Heavy Metal,19.478,1981-08-07
10853,10684,Courage Under Fire,18.734,1996-07-04
10854,8954,Reservation Road,9.91,2007-09-13
10855,1086747,The Watchers,191.38,2024-06-06
10856,13680,The Game Plan,27.958,2007-09-28
10857,13665,Arthur,18.899,1981-07-17
10858,203793,Stalingrad,0.519,2013-10-09
10859,75674,Act of Valor,26.41,2012-02-24
10860,72387,Safe,26.443,2012-04-16
10861,13573,The United States of Leland,18.627,2003-05-15
10862,297608,The Taking of Deborah Logan,28.521,2014-10-21
10863,11395,The Santa Clause,18.091,1994-11-11
10864,12689,"Angus, Thongs and Perfect Snogging",18.82,2008-07-25
10865,7516,Smokin' Aces,17.777,2006-12-09
10866,492282,Like a Cat on a Highway,7.563,2017-12-28
10867,398929,Alibi.com,24.217,2017-02-15
10868,396940,Super Dark Times,17.381,2017-09-29
10869,359246,Hell House LLC,31.622,2015-10-16
10870,104859,Mac & Devin Go to High School,13.986,2012-07-03
10871,82520,Return,9.322,2011-02-10
10872,20526,TRON: Legacy,42.819,2010-12-14
10873,16617,Mindhunters,13.62,2004-05-07
10874,10326,Forever Young,15.231,1992-12-16
10875,9522,Wedding Crashers,24.425,2005-07-13
10876,6,Judgment Night,13.54,1993-10-15
10877,723072,Host,32.707,2020-12-04
10878,45243,The Hangover Part II,50.67,2011-05-25
10879,845111,The Three Musketeers: Milady,103.464,2023-12-13
10880,38363,Fair Game,17.83,2010-05-20
10881,14249,Revenge,20.441,1990-02-16
10882,12242,Mulan II,44.1,2004-11-03
10883,12222,Horton Hears a Who!,28.097,2008-03-03
10884,540901,Hustlers,21.77,2019-09-12
10885,12600,Pokémon 4Ever,26.345,2001-07-06
10886,5174,Rush Hour 3,50.83,2007-08-08
10887,1907,The Beach,17.653,2000-02-03
10888,369230,Them Who?,6.988,2015-11-19
10889,15373,Role Models,23.175,2008-11-07
10890,9772,Air Force One,17.504,1997-07-25
10891,924482,The Ledge,29.384,2022-02-18
10892,673174,Offering to the Storm,13.526,2020-07-24
10893,300155,A Royal Night Out,14.184,2015-05-14
10894,199575,These Final Hours,10.64,2014-07-31
10895,788929,Lamb,19.197,2021-08-12
10896,529962,The Perfection,14.997,2018-09-20
10897,38842,Middle Men,17.801,2009-05-17
10898,11980,The Prophecy,17.895,1995-08-05
10899,9843,Big Nothing,8.96,2006-12-01
10900,9843,Big Nothing,8.96,2006-12-01
10901,152,Star Trek: The Motion Picture,30.894,1979-12-07
10902,464446,Return,4.978,2015-07-04
10903,391710,A Futile and Stupid Gesture,10.943,2018-01-24
